"Genus","standardGenus","Family","Order","Class","Phylum","Kingdom","authority","standard","checked","error","resolvelater"
"Glischropus","Glischropus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"GLOBICEPHALA","Globicephala","Delphinidae","Cetacea","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Globicephalus","Globicephala","Delphinidae","Odontoceti","Mammalia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: April 2013",0,1,"Genus is a synonym.",0
"Globiceps",,,,"HYDROZOA","COELENTERATA","Animalia",,0,0,,1
"Globicera",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Glomeridesmus",,"GLOMERIDAE",,"MYRIAPODA","ARTHROPODA","Animalia",,0,0,,1
"Glomeris",,"GLOMERIDAE",,"MYRIAPODA","ARTHROPODA","Animalia",,0,0,,1
"Glossamia","Glossamia","Apogonidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Glossanodon","Glossanodon","Argentinidae","Osmeriformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Glossiptila",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Glossobius",,"CYMOTHOIDAE",,"CRUSTACEA; MALACOSTRACA","ARTHROPODA","Animalia",,0,0,,1
"Glossogobius","Glossogobius","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Glossophaga","Glossophaga","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Glossopsitta","Glossopsitta","Psittacidae","Psittaciformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Glossosiphonia",,"RHYNCOBDELLIDAE",,"HIRUDINEA","ANNELIDA","Animalia",,0,0,,1
"Glossospitta",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Glossostoma","Nelsonophryne","Microhylidae","Anura","Amphibia","Chordata","Animalia","ITIS",1,1,,0
"Glossotherium",,"MEGATHERIIDAE","Xenarthra","Mammalia","Chordata","Animalia",,0,0,,1
"Glottidia",,,,,"BRACHIOPODA","Animalia",,0,0,,1
"Glottis","Tringa","Scolopacidae","Charadriiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"GLOYDIUS","Gloydius","Viperidae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Glucichaera",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Gluphorhynchus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Glycera",,"Glyceridae",,"POLYCHAETA","ANNELIDA","Animalia",,0,0,,1
"Glycichaera","Timeliopsis","Meliphagidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"Glycichera",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Glycifohia","Glycifohia","Meliphagidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",1,1,,0
"Glyciphila","Gliciphila","Meliphagidae","Passeriformes","Aves","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: April 2013",0,1,"Genus is misspelled.",0
"Glyhhorhynchus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Glyphidodon",,"POMACENTRIDAE","ACANTHOPTERYGII - PHARYNGOGNATHI",,,"Animalia",,0,0,,1
"Glyphidodontops","Chrysiptera","Pomacentridae","Perciformes","Actinopterygii","Chordata","Animalia","Froese, R. and D. Pauly. Editors. 2012. FishBase.",0,1,"Genus is a synonym.",0
"Glyphis","Glyphis","Carcharhinidae","Carcharhiniformes","Chondrichthyes","Chordata","Animalia","ITIS",1,1,,0
"Glyphocrangon",,,"MACRURA (CARIDEA)","CRUSTACEA","ARTHROPODA","Animalia",,0,0,,1
"GLYPHODON",,"Hydrophiidae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",0,1,"Genus split.",0
"Glyphoglossus","Glyphoglossus","Microhylidae","Anura","Amphibia","Chordata","Animalia","AmphibiaWeb 2014-04-11",1,1,,0
"Glypholycus","Lycodonomorphus","Colubridae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",0,1,"Genus is a synonym.",0
"Glyphonycteris","Glyphonycteris","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia","National Center for Biotechnology Information",0,1,,0
"Glyphorhynchus","Glyphorhynchus","Furnariidae","Passeriformes","Aves","Chordata","Animalia","Wikipedia",0,1,,0
"Glyphorynchus","Glyphorynchus","Furnariidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Glyphorynohus","Glyphorynchus","Furnariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Glyporhynchus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Glyptemys","Glyptemys","Emydidae","Testudines","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Glyptocephalus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Glyptodon",,"GLYPTODONTIDAE","Xenarthra","Mammalia","Chordata","Animalia",,0,0,,1
"Glyptolepis","Glyptolepis","Holoptychidae","Porolepiformes","Sarcopterygii","Chordata","Animalia","Wikipedia",0,1,,0
"Glyptonotus",,,"VALVIFERA","CRUSTACEA; MALACOSTRACA","ARTHROPODA","Animalia",,0,0,,1
"Glyptophidium","Glyptophidium","Ophidiidae","Ophidiiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Glyptosaurus",,"Anguidae","Sauria","Reptilia",,"Animalia",,0,0,,1
"Glyptotherium","Glyptotherium","Glyptodontidae","Cingulata","Mammalia","Chordata","Animalia","Paleobiology Database",1,1,,0
"Glyptoxanthus",,"Xanthidae","BRACHYURA (BRACHYRHYNCHA)","CRUSTACEA","ARTHROPODA","Animalia",,0,0,,1
"Gnaphosa",,,,"ARACHNIDA","ARTHROPODA","Animalia",,0,0,,1
"Gnathagnus","Xenocephalus","Uranoscopidae","Perciformes","Actinopterygii","Chordata","Animalia","Interim Register of Marine and Nonmarine Genera",0,1,"Genus is a synonym.",0
"Gnathanodon","Gnathanodon","Carangidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gnathochromis","Gnathochromis","Cichlidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gnathodentex","Gnathodentex","Lethrinidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gnatholepis","Gnatholepis","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gnathonemus","Gnathonemus","Mormyridae","Osteoglossiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gnathophis","Gnathophis","Congridae","Anguilliformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gnathophyllum",,"Gnathophyllidae","MACRURA (CARIDEA)","CRUSTACEA","ARTHROPODA","Animalia",,0,0,,1
"Gnathopogon","Gnathopogon","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gnathorhiza",,"Lepidosirenidae","Dipnoi","Osteichthyes",,"Animalia",,0,0,,1
"Gnathosittaca",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Gnathosittica",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Gnathospiza","Sicalis","Emberizidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"Gnathypops",,"Opistognathidae","Perciformes","Actinopterygii","Chordata","Animalia","Froese, R. and D. Pauly. Editors. 2012. FishBase.",0,1,"Genus split.",0
"Gnorimopsar","Gnorimopsar","Icteridae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Gnypetoscincus","Gnypetoscincus","Scincidae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"Gobiatherium",,"Uintatheriidae","Dinocerata","Mammalia",,"Animalia",,0,0,,1
"Gobiconodon",,"Amphilestidae","Triconodonta","Mammalia",,"Animalia",,0,0,,1
"Gobiesocidae",,"Gobiesocidae","Perciformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Gobiesox","Gobiesox","Gobiesocidae","Gobiesociformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobiidae",,"Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Gobiinae",,"Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a subfamily.",0
"Gobio","Gobio","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobiodon","Gobiodon","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobiohyus",,"Choeropotamidae","Artiodactyla","Mammalia",,"Animalia",,0,0,,1
"Gobioidei",,"Gobioidei","Perciformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a suborder.",0
"Gobioides","Gobioides","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobiomorphus","Gobiomorphus","Eleotridae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobiomorus","Gobiomorus","Eleotridae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobionellidae",,"Gobionellidae","Perciformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Gobionellus","Gobionellus","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobionotothen","Gobionotothen","Nototheniidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobiopterus",,"GOBIIDAE","ACANTHOPTERYGII",,,"Animalia",,0,0,,1
"GOBIOSOMA","Gobiosoma","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobius","Gobius","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gobulus","Gobulus","Gobiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Goekichla",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Goethalsia","Goethalsia","Trochilidae","Apodiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",1,1,,0
"Goethlypis",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"GOGGIA","Goggia","Gekkonidae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Golbula","Galbula","Galbulidae","Galbuliformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Golden Pheasant",,,,"Aves","Chordata","Animalia",,0,1,"Genus is a common name.",0
"Goldmania","Goldmania","Trochilidae","Apodiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Golerconus",,"Periptychidae","Condylarthra","Mammalia",,"Animalia",,0,0,,1
"Goleremys",,"Baenidae","Testudines","Reptilia",,"Animalia",,0,0,,1
"Goleroconus",,"Periptychidae","Condylarthra","Mammalia",,"Animalia",,0,0,,1
"Gollicolumba","Gallicolumba","Columbidae","Columbiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"GOLUNDA","Golunda","Muridae","Rodentia","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"GOMESOPHIS","Gomesophis","Colubridae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Gomphognathus",,"TRITYLODONT","CYNODONT","SYNAPSID",,"Animalia",,0,0,,1
"Gomphosus","Gomphosus","Labridae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gomphotheriidae",,"Gomphotheriidae","Proboscidea","Mammalia","Chordata","Animalia","Mammal Species of the World. 2005.",0,1,"Genus is a family.",0
"Gomphotherium",,"Gomphotheriidae","Proboscidea","Mammalia",,"Animalia",,0,0,,1
"Gonactinia",,,"ACTINIARIA","ANTHOZOA","COELENTERATA","Animalia",,0,0,,1
"Gonadotus",,,,"BASAL ACTINOPTERYGIAN",,"Animalia",,0,0,,1
"GONATODES","Gonatodes","Gekkonidae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Gonatus",,,,"CEPHALOPODA","MOLLUSCA","Animalia",,0,0,,1
"Gonaxis",,,,"GASTROPODA","MOLLUSCA","Animalia",,0,0,,1
"Gonglyophis","Gongylophis","Boidae","Squamata","Reptilia","Chordata","Animalia","ITIS",0,1,"Genus misspelled.",0
"GONGLYOSOMA","Gongylosoma","Colubridae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"Gongylidiellum",,,,"ARACHNIDA","ARTHROPODA","Animalia",,0,0,,1
"Gongylidium",,,,"ARACHNIDA","ARTHROPODA","Animalia",,0,0,,1
"GONGYLOMORPHUS","Gongylomorphus","Scincidae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"GONGYLOPHIS","Gongylophis","Boidae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Gongylosoma","Gongylosoma","Colubridae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: April 2013",1,1,,0
"Goniacodon",,"Arctocyonidae","Condylarthra","Mammalia",,"Animalia",,0,0,,1
"Gonialosa","Gonialosa","Clupeidae","Clupeiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Goniastraea",,,"MADREPORARIA","ANTHOZOA","COELENTERATA","Animalia",,0,0,,1
"Gonichthys","Gonichthys","Myctophidae","Myctophiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Goniocidaris",,,,"ECHINOIDEA","ECHINODERMATA","Animalia",,0,0,,1
"Goniodontomys",,"Cricetidae","Rodentia","Mammalia",,"Animalia",,0,0,,1
"Goniodoris",,,,"GASTROPODA","MOLLUSCA","Animalia",,0,0,,1
"Gonionema",,"Olindiidae",,"HYDROZOA","COELENTERATA","Animalia",,0,0,,1
"Gonionotophis","Gonionotophis","Colubridae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"Goniopholis",,"Goniopholidae","Crocodylia","Reptilia",,"Animalia",,0,0,,1
"Gonioplectrus","Gonioplectrus","Serranidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Goniopora",,,"MADREPORARIA","ANTHOZOA","COELENTERATA","Animalia",,0,0,,1
"Goniopsis",,"Grapsidae","BRACHYURA (BRACHYRHYNCHA)","CRUSTACEA","ARTHROPODA","Animalia",,0,0,,1
"Goniorhynchus",,"Gymnarthridae","Microsauria","Amphibia",,"Animalia",,0,0,,1
"Goniosoma",,"Portunidae","BRACHYURA (BRACHYRHYNCHA)","CRUSTACEA","ARTHROPODA","Animalia",,0,0,,1
"GONIUROSAURUS","Goniurosaurus","Eublepharidae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"GONOCEPHALUS","Gonocephalus","Agamidae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"Gonodactylellus",,,,"CRUSTACEA; MALACOSTRACA","ARTHROPODA","Animalia",,0,0,,1
"Gonodactylus",,,,"CRUSTACEA; MALACOSTRACA","ARTHROPODA","Animalia",,0,0,,1
"Gonoplax",,"OCYPODIDAE","BRACHYURA","CRUSTACEA","ARTHROPODA","Animalia",,0,0,,1
"Gonorhynchus","Gonorynchus","Gonorhynchidae","Gonorhynchiformes","Actinopterygii","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",0,1,"Genus misspelled.",0
"Gonorynchus","Gonorynchus","Gonorhynchidae","Gonorhynchiformes","Actinopterygii","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"Gonostoma","Gonostoma","Gonostomatidae","Stomiiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gonostomatidae",,"Gonostomatidae","Stomiiformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Gonostomidae",,"Gonostomatidae","Stomiiformes","Actinopterygii","Chordata","Animalia","World Register of Marine Species",0,1,"Genus is a misspelled family.",0
"Gonotelma",,"ANTHRACOTHERIIDAE","Artiodactyla","Mammalia","Chordata","Animalia",,0,0,,1
"Gonotrichia","Zonotrichia","Emberizidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Gonydactylus","Gonydactylus","Gekkonidae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"Gonyleptes",,"GONYLEPTIDAE",,"ARACHNIDA","ARTHROPODA","Animalia",,0,0,,1
"Gonyocephalus","Hypsilurus","Agamidae","Squamata","Reptilia","Chordata","Animalia","The Reptile Database",0,1,,0
"GONYOSOMA","Gonyosoma","Colubridae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"Goodea","Goodea","Goodeidae","Cyprinodontiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Goodeidae",,"Goodeidae","Cyprinodontiformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Goodfellowia","Basilornis","Sturnidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"Goose",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"GOPHERUS","Gopherus","Testudinidae","Testudines","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Gordius",,,,"NEMATOMORPHA","NEMATODA","Animalia",,0,0,,1
"Gordonia",,,"DICYNODONT","SYNAPSID",,"Animalia",,0,0,,1
"Gorgasia","Gorgasia","Congridae","Anguilliformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gorgonella",,,"GORGONACEA","ANTHOZOA","COELENTERATA","Animalia",,0,0,,1
"Gorgonia",,,,"ANTHOZOA","COELENTERATA","Animalia",,0,0,,1
"Gorgonocephalus",,,,"OPHIUROIDEA","ECHINODERMATA","Animalia",,0,0,,1
"Gorgosaurus",,,"Ornithischia","Reptilia",,"Animalia",,0,0,,1
"Gorilla","Gorilla","Hominidae","Primates","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Gorsachius","Gorsachius","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Gorsakius",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Goslinia","Goslinia","Pimelodidae","Siluriformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Gosterops","Zosterops","Zosteropidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Gouldaeornis",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Gouldia",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Goura","Goura","Columbidae","Columbiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Goüra",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Gousa","Goura","Columbidae","Columbiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Gracilinanus","Gracilinanus","Didelphidae","Didelphimorphia","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Gractes",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Gracufica",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Gracula","Gracula","Sturnidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Graculipica",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Graculus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Gracupica","Sturnus","Sturnidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"Grafisia","Grafisia","Sturnidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",1,1,,0
"Grahamina","Grahamina","Tripterygiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Grallaria","Grallaria","Formicariidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Grallaricula","Grallaricula","Formicariidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Grallaris","Grallaria","Formicariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Grallator",,"Grallatoridae","Ichnites","Reptilia",,"Animalia",,0,0,,1
"Grallina","Grallina","Monarchidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Gralloria","Grallaria","Formicariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Gralloricula","Grallaricula","Formicariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Gramatina",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Graminicola","Graminicola","Sylviidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Gramma","Gramma","Grammatidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Grammatobothus","Grammatobothus","Bothidae","Pleuronectiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Grammatonotus","Grammatonotus","Callanthiidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Grammatoptila","Garrulax","Sylviidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"Grammicolepis","Grammicolepis","Grammicolepididae","Zeiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Grammistes","Grammistes","Serranidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Grammistinae",,"Serranidae","Perciformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a subfamily.",0
"Grammistops","Grammistops","Serranidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"GRAMMOMYS","Grammomys","Muridae","Rodentia","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Grammoplites","Grammoplites","Platycephalidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Grammoptila",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"GRAMPUS","Grampus","Delphinidae","Cetacea","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Granalellus","Granatellus","Parulidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Granaria",,"CHONDRINIDAE",,"GASTROPODA","MOLLUSCA","Animalia",,0,0,,1
"Granastrapotherium",,"Astrapotheriidae","Astrapotheria","Mammalia",,"Animalia",,0,0,,1
"Granatella",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Granatellus","Granatellus","Parulidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Granatina","Uraeginthus","Estrildidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",1,1,,0
"Granatinus","Uraeginthus","Estrildidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",1,1,,0
"Granatocrinus",,"GRANATOBLASTIDAE",,"BLASTOIDEA","ECHINODERMATA","Animalia",,0,0,,1
"Grancalus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Granculus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Grandala","Grandala","Muscicapidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"GRANDIDIERINA","Voeltzkowia","Scincidae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",0,1,"Genus is a synonym.",0
"GRANDISONIA","Grandisonia","Indotyphlidae","Gymnophiona","Amphibia","Chordata","Animalia","AmphibiaWeb 2014-04-11",1,1,,0
"Grantessa",,"Heteropidae",,"CALCAREA","PORIFERA","Animalia",,0,0,,1
"Grantia",,"SYCONIDAE",,"CALCAREA","PORIFERA","Animalia",,0,0,,1
"Grantiella","Grantiella","Meliphagidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"GRAOMYS","Graomys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia","Mammal Species of the World. 2005.",1,1,,0
"GRAPHIURUS","Graphiurus","Myoxidae","Rodentia","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Grapsus","Grapsus","Grapsidae","Decapoda","Malacostraca","Arthropoda","Animalia","The Catalogue of Life, 3rd January 2011",1,1,,1
"GRAPTEMYS","Graptemys","Emydidae","Testudines","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Graptocephalus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
