"verbatimTypeStatus","standardTypeStatus","uri","checked","opinionBy","opinionDate"
"HOLOTYPE OF TOLMOMYIAS ASSIMILIS SUBTROPICALIS, TODD, W. E. C. 1952. NEW TYRANT FLYCATCHERS FROM SOUTH AMERICA. ANNALS CARNEGIE MUSEUM, 291-304. PAGE 295, PUBLISHED 15 FEBRUARY 1952.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TOMODACTYLUS NITIDUS ORARIUS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TOMODACTYLUS PETERSI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TOMODACTYLUS RUFESCENS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TOMODACTYLUS SYRISTES","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tonatia brasiliense ((Pallas))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tonatia saurophila saurophila (Koopman & Williams)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TOXOSTOMA OCELLATUM VILLAE, PHILLIPS, A. R. 1986. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 189. PAGE 189, PUBLISHED 1986.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tragelaphus scriptus delamerei (Pocock)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRETANORHINUS INSULAE-PINORUM, BARBOUR, 1916, ANN. CARNEGIE MUS., 10:306","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRIMERESURUS DUNNI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRIMERESURUS WAGLERI ALBOVIRIDIS, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:366","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRIMETOPON HANNSTEINI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRIMETOPON PILONAORUM","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRIONYX SPINIFER GUADALUPENSIS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRIPSURUS CRUENTATUS EXTENSUS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 251, PUBLISHED 16 NOVEMBER 1937.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRITURUS GRANULOSUS TWITTYI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TRITURUS PERSTRIATUS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TROGLODYTES SOLITARIUS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 206, PUBLISHED 20 MAY 1912.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TROGON RUFUS AMAZONICUS, TODD, W. E. C. 1943. CRITICAL REMARKS ON THE TROGONS ***INCORRECTLY LISTED AS 75,244***. PROC. BIOL. SOC. WASH., 3-16. PAGE 11, PUBLISHED 25 FEBRUARY 1943.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TROGON TEMPERATUS SUBMONTANUS, TODD, W. E. C. 1943. CRITICAL REMARKS ON THE TROGONS. PROC. BIOL. SOC. WASH., 3-16. PAGE 8, PUBLISHED 25 FEBRUARY 1943.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TROPIDODIPSAS KIDDERI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TROPIDODIPSAS OCCIDENTALA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TROPIDODIPSAS SPILOGASTER, GRIFFIN, 1915, MEM. CARNEGIE MUS., 7:197","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TROPIDOPHIS HAETIANUS TIBURONENSIS, SCHWARTZ, 1975, J. HERPETOL., 9:306","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TROPIDOPHIS NIGRIVENTRIS","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tscherskia triton ((De Winton))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tupaia belangeri ((Wagner))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TURDUS ALTILOQUUS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 92, PUBLISHED 15 JULY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Turdus assimilis coibensis","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TURDUS HAPLOCHROUS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 54, PUBLISHED 29 JUNE 1931.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TURDUS NUDIGENIS EXTIMUS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 54, PUBLISHED 29 JUNE 1931.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TURDUS PHAEOPYGUS BERLEPSCHI, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 51, PUBLISHED 29 JUNE 1931.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TURDUS PHAEOPYGUS CAYENNENSIS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 50, PUBLISHED 29 JUNE 1931.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TURDUS PHAEOPYGUS COLORATUS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 51, PUBLISHED 29 JUNE 1931.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TURDUS PHAEOPYGUS HONDURENSIS, PHILLIPS, A. R. 1991. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 63. PAGE 63, PUBLISHED 1991.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Turdus poliocephalus kulambangrae","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tursiops truncatus aduncus (Ehrenberg)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tylomys fulviventer","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tylomys mirae bogotensis","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Tylomys nudicaudus microdon","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS BERGI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS BIMINIENSIS, RICHMOND, 1955, AMER. MUS. NOVITATES, 1734:2","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS CANLAONENSIS, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:354","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS DENDROPHIS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 16:60","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS GRANTI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS GUADELOUPENSIS, RICHMOND, 1966, HERPETOLOGICA, 22:129","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS LONGICAUDA, TAYLOR, 1919, PHILPPINE JOUR. SCI., 14:108","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS LUZONENSIS, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:105","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS MINDANENSIS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 16:65","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYPHLOPS RUGOSA, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:109","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYRANNUS CAUDIFASCIATUS FLAVESCENS, PARKES, K. C. 1963. NOTES ON SOME BIRDS FROM CUBA AND THE ISLE OF PINES. ANNALS CARNEGIE MUSEUM, 129-132. PAGE 131, PUBLISHED 8 FEBRUARY 1963.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYTO ALBA BONDI, PARKES, K. C., AND A. R. PHILLIPS. 1978. TWO NEW CARIBBEAN SUBSPECIES OF BARN OWL (TYTO ALBA) WITH REMARKS ON VARIATION IN OTHER POPULATIONS. ANNALS CARNEGIE MUSEUM, 479-492. PAGE 486, PUBLISHED 1 DECEMBER 1978.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF TYTO ALBA NIVEICAUDA, PARKES, K. C., AND A. R. PHILLIPS. 1978. TWO NEW CARIBBEAN SUBSPECIES OF BARN OWL (TYTO ALBA) WITH REMARKS ON VARIATION IN OTHER POPULATIONS. ANNALS CARNEGIE MUSEUM, 479-492. PAGE 483, PUBLISHED 1 DECEMBER 1978.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Upucerthia dumetoria [sic] hallinani (Chapman, 1919)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Urocyon cinereoargenteus scottii (Mearns)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Urocyon cinereoargenteus venezuelae (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UROGALBA DEA BRUNNEICEPS, TODD, W. E. C. 1942. STUDIES IN THE JACAMARS AND PUFF-BIRDS. ANNALS CARNEGIE MUSEUM, 1-18. PAGE 6, PUBLISHED 20 OCTOBER 1942.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UROGALBA DEA PHAINOPEPLA, TODD, W. E. C. 1943. STUDIES IN THE JACAMARS AND PUFF-BIRDS. ANNALS CARNEGIE MUSEUM, 1-18. PAGE 6, PUBLISHED 20 OCTOBER 1943.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UROMACER CATESBYI INCHAUSTEGUII, SCHWARTZ, 1970, TULANE STUD. ZOOL. BOT., 16:143","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UROMACER CATESBYI INSULAEVACCARUM, SCHWARTZ, 1970, TULANE STUD. ZOOL. BOT., 16:136","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UROMACER FRENATUS CHLORAUGES, SCHWARTZ, 1976, J. HERPETOL., 10:323","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Uromys neobritanicus","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UROPLATUS MALAHELO","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UROPLATUS MALAMA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UROPSILA LEUCOGASTRA HAWKINSI, MONROE JR., B. L. 1963. THREE NEW SUBSPECIES OF BIRDS FROM HONDURAS. OCC. PAPERS MUS. ZOOL. LSU, 1-7. PAGE 5, PUBLISHED 20 DECEMBER 1963.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Uropsilus gracilis atronates ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Uropsilus gracilis nivatus ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Ursus americanus perniger (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Ursus arctos alascensis (Merriam)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Ursus arctos gyas (Merriam)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Ursus arctos horribilis (Ord)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UTA ANTIQUUS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF UTA STANSBURIANA NEVADENSIS","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Vampyrum spectrum (Shaw, 1800)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VARANUS ALBIGULARIS ANGOLENSIS, SCHMIDT, 1933, ANN. CARNEGIE MUS., 22:10","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VENILIORNIS CHOCOENSIS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 116, PUBLISHED 27 JUNE 1919.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VENILIORNIS OLEAGINUS EXIGUUS, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 97, PUBLISHED 6 JUNE 1916.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VENILIORNIS OLEAGINUS EXSUL, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 74, PUBLISHED 30 DECEMBER 1920.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VENILIORNIS PASSERINUS SATURATUS, TODD, W. E. C. 1946. CRITICAL NOTES ON THE WOODPECKERS. ANNALS CARNEGIE MUSEUM, 297-317. PAGE 310, PUBLISHED 16 DECEMBER 1946.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Vernaya fulva ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VIREO CAUCAE SOLIMOENSIS, TODD, W. E. C. 1931. ON VIREO CHIVI AND ITS ALLIES. AUK, 407-412. PAGE 412, PUBLISHED JULY 1931.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VIREO GUNDLACHII ORIENTALIS, TODD, W. E. C. 1916. THE BIRDS OF THE ISLE OF PINES. ANNALS CARNEGIE MUSEUM, 146-296. PAGE 256, PUBLISHED 17 FEBRUARY 1916.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VIREO HUTTONI OBSCURUS, ANTHONY, A. W. 1890. NOTICE OF A SUPPOSED NEW VIREO FROM OREGON. ZOE, 307-308. PAGE 307, PUBLISHED DECEMBER 1890.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VIREO PALLENS ANGULENSIS, PARKES, K. C. 1990. A REVISION OF THE MANGROVE VIREO (VIREO PALLENS) (AVES: VIREONIDAE). ANNALS CARNEGIE MUSEUM, 49-60. PAGE 52, PUBLISHED 22 FEBRUARY 1990.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VIREOSYLVA CHIVI GRISEOLA, TODD, W. E. C. 1924. DESCRIPTIONS OF EIGHT NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 121-124. PAGE 124, PUBLISHED 8 JULY 1924.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF VIREOSYLVA LEUCOPHRYS LAETISSIMA, TODD, W. E. C. 1924. DESCRIPTIONS OF EIGHT NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 121-124. PAGE 124, PUBLISHED 8 JULY 1924.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Volemys musseri ((Lawrence))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Vulpes vulpes (Linneaus)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Wiedomys pyrrhorhinos ((Wied-Neuwied))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Xaymaca fulvopulvis","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XENICOPSIS STRIOLATUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA ***INCORRECTLY LISTED IN TYPE LIST AS 34872**. PROC. BIOL. SOC. WASH., 169-174. PAGE 173, PUBLISHED 8 AUGUST 1913.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XENOPS GENIBARBIS NEGLECTUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 173, PUBLISHED 8 AUGUST 1913.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XENOPS RUTILANS PURUSIANUS, TODD, W. E. C. 1925. DESCRIPTIONS OF NEW FURNARIIDAE AND DENDROCOLAPTIDAE. PROC. BIOL. SOC. WASH., 79-82. PAGE 79, PUBLISHED 26 MAY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XENOPS TENUIROSTRIS HELLMAYRI, TODD, W. E. C. 1925. DESCRIPTIONS OF NEW FURNARIIDAE AND DENDROCOLAPTIDAE. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 26 MAY 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XENOSAURUS PLATYCEPS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XENOSAURUS RACKHAMI","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Xenothrix mcgregori","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Xenuromys barbatus ((Milne-Edwards))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XIPHOCOLAPTES OBSOLETUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 5, PUBLISHED 22 JANUARY 1917.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XIPHOCOLAPTES PROCERUS ROSTRATUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 5, PUBLISHED 22 JANUARY 1917.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XIPHOCOLAPTES PROMEROPIRHYNCHUS SANCTAE-MARTAE, HELLMAYR, C. E. 1925. CATALOGUE OF BIRDS OF THE AMERICAS AND THE ADJACENT ISLANDS IN FIELD MUSEUM OF NATURAL HISTORY. FIELD MUS. ZOOL. SER., IV,390. PAGE 280, PUBLISHED 29 DECEMBER 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XIPHORHYNCHUS EYTONI VICINALIS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 7, PUBLISHED 2 JULY 1948.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XIPHORHYNCHUS FLAVIGASTER ASCENSOR, WETMORE, A., AND K. C. PARKES. 1962. A NEW SUBSPECIES OF IVORY-BILLED WOODHEWER FROM MEXICO. PROC. BIOL. SOC. WASH., 57-60. PAGE 57, PUBLISHED 30 MARCH 1962.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XIPHORHYNCHUS GUTTATUS CONNECTENS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 8, PUBLISHED 2 JULY 1948.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XIPHORHYNCHUS PARDALOTUS CAURENSIS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 9, PUBLISHED 2 JULY 1948.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF XIPHORHYNCHUS TRIANGULARIS DISTINCTUS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 8, PUBLISHED 2 JULY 1948.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Zapus princeps","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Zapus princeps saltator (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ZONOSAURUS ANELANELANY","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ZONOSAURUS BEMARAHA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ZONOSAURUS MARAMAINTSO","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ZONOSAURUS TSINGY","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ZONOTRICHIA LEUCOPHRYS NIGRILORA, TODD, W. E. C. 1948. SYSTEMATICS OF THE WHITE-CROWNED SPARROW. PROC. BIOL. SOC. WASH., 19-20. PAGE 20, PUBLISHED 4 MARCH 1948.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Zygodontomys brevicauda brevicauda","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Zygodontomys brevicauda brevicauda ((Allen & Chapman))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Zygodontomys brevicauda cherriei ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OR ISOTYPE","holotype or isotype",,1,"John Wieczorek","2018-08-08"
"holotype or syntype","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE PUBLISHED IN - WILSON, L. D., R. K. VAUGH AND J. R. DIXON. 1999. ANOTHER NEW SPECIES OF TANTILLA OF THE TAENIATA GROUP FROM CHIAPAS, MEXICO. JOURNAL OF HERPETOLOGY 33 (1): 1-5","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype, Additional Material","holotype",,1,"John Wieczorek","2018-04-26"
"Holotype, Additional Material, Voucher","holotype",,1,"John Wieczorek","2018-04-29"
"Holotype, Figured","holotype",,1,"John Wieczorek","2018-04-29"
"Holotype, Genetic Voucher","holotype",,1,"John Wieczorek","2018-04-26"
"Holotype, Lectotype","holotype | lectotype",,1,"John Wieczorek","2018-05-20"
"Holotype, Lectotype, Syntype","holotype | lectotype | syntype",,1,"John Wieczorek","2018-05-20"
"Holotype, Neotype","holotype | neotype",,1,"John Wieczorek","2018-05-20"
"Holotype, Neotype, Voucher, Figured","holotype | neotype",,1,"John Wieczorek","2018-05-20"
"Holotype, NOTES","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype, Paralectotype","holotype | paralectotype",,1,"John Wieczorek","2018-05-20"
"Holotype, Paratype","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype, Paratype, Additional Material","holotype | paratype",,1,"John Wieczorek","2018-05-20"
"Holotype, Paratype, Type","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype, Syntype","holotype | syntype",,1,"John Wieczorek","2018-05-20"
"Holotype, Syntype, Voucher","holotype | syntype",,1,"John Wieczorek","2018-05-20"
"Holotype, Syntype?","holotype | syntype",,1,"John Wieczorek","2018-05-20"
"Holotype, Type","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype, Type, Figured","holotype",,1,"John Wieczorek","2018-04-29"
"Holotype, Voucher","holotype",,1,"John Wieczorek","2018-04-29"
"Holotype, Voucher, Figured","holotype",,1,"John Wieczorek","2018-04-29"
"Holotype.","holotype",,1,"John Wieczorek","2017-08-25"
"holotype; cited","holotype",,1,"John Wieczorek","2017-08-25"
"holotype; figured","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype; Holotype","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype; Holotype; Holotype","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype; Holotype; Holotype; Holotype","holotype",,1,"John Wieczorek","2017-08-25"
"holotype?","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE+PARATYPES OF ANOLIS CRISTATELLUS WILEYI","holotype",,1,"John Wieczorek","2017-08-25"
"holotype-A; paratype-C; figured and cited","holotype",,1,"John Wieczorek","2017-08-25"
"holotype-P; figured and cited-H","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPEPROPARTE","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPUS","holotype",,1,"John Wieczorek","2017-08-25"
"holoype?","holotype",,1,"John Wieczorek","2017-08-25"
"Holoytpe of Amphispiza belli xerophilus","holotype",,1,"John Wieczorek","2017-08-25"
"homeotype","homeotype",,1,"John Wieczorek","2017-08-25"
"homeotypes","homeotype",,1,"John Wieczorek","2017-08-25"
"homotype","homeotype",,1,"John Wieczorek","2017-08-25"
"HOPOTYPE","holotype",,1,"John Wieczorek","2017-08-25"
"Hypoparatype","hypoparatype",,1,"John Wieczorek","2017-08-25"
"Hypotype","hypotype",,1,"John Wieczorek","2017-08-25"
"hypotype; cited","hypotype",,1,"John Wieczorek","2017-08-25"
"hypotype; figured and cited","hypotype",,1,"John Wieczorek","2017-08-25"
"hypotypes","hypotype",,1,"John Wieczorek","2017-08-25"
"iguana",,,1,"John Wieczorek","2017-08-25"
"ISOLECTOTIPO","isolectotype",,1,"John Wieczorek","2017-08-25"
"isolectotype","isolectotype",,1,"John Wieczorek","2017-08-25"
"isolectotype fragment","isolectotype",,1,"John Wieczorek","2017-08-25"
"isoneotype","isoneotype",,1,"John Wieczorek","2017-08-25"
"isoparatype","isoparatype",,1,"John Wieczorek","2017-08-25"
"ISOSINTIPO","isosyntype",,1,"John Wieczorek","2017-08-25"
"isosyntype","isosyntype",,1,"John Wieczorek","2017-08-25"
"ISOSYNTYPE OR ISOLECTOTYPE","isosyntype or isolectotype",,1,"John Wieczorek","2018-08-08"
"ISOSYNTYPE OR ISOPARATYPE","isosyntype or isoparatype",,1,"John Wieczorek","2018-08-08"
"ISOTIPO","isotype",,1,"John Wieczorek","2017-08-25"
"isotopotype","isotopotype",,1,"John Wieczorek","2017-08-25"
"isotype","isotype",,1,"John Wieczorek","2017-08-25"
"isotype fragment","isotype",,1,"John Wieczorek","2017-08-25"
"ISOTYPE?","isotype?",,1,"John Wieczorek","2018-08-08"
"ISOTYPUS","isotype",,1,"John Wieczorek","2017-08-25"
"karyotype",,,1,"John Wieczorek","2017-08-25"
"Lecto(Type) of rupestris","lectotype",,1,"John Wieczorek","2017-08-25"
"Lectoholotype","lectoholotype",,1,"John Wieczorek","2017-08-25"
"Lectoparatype","lectoparatype",,1,"John Wieczorek","2017-08-25"
"Lectoparatypes","lectoparatype",,1,"John Wieczorek","2017-08-25"
"LECTOTIPO","lectotype",,1,"John Wieczorek","2017-08-25"
"Lectotype","lectotype",,1,"John Wieczorek","2017-08-25"
"LECTOTYPE & PARALECTOTYE","lectotype | paralectotype",,1,"John Wieczorek","2017-08-25"
"lectotype | syntype","lectotype | syntype",,1,"John Wieczorek","2018-05-22"
"Lectotype + Paratype","lectotype | paratype",,1,"David Bloom","2018-02-07"
"Lectotype + Paratypes","type",,1,"John Wieczorek","2017-08-25"
"lectotype fragment","lectotype",,1,"John Wieczorek","2017-08-25"
